Date_Reach,no-data: -1,non-water: 0,water: 1
JRC_GSW1_4_Monthlyhistory_Ganges_1999-01_r7,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ganges_2000-01_r7,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ganges_2001-01_r7,0,464246,27087
JRC_GSW1_4_Monthlyhistory_Ganges_2002-01_r7,0,151950,314560
JRC_GSW1_4_Monthlyhistory_Ganges_2003-01_r7,0,491213,6504
JRC_GSW1_4_Monthlyhistory_Ganges_2004-01_r7,0,230083,242659
JRC_GSW1_4_Monthlyhistory_Ganges_2005-01_r7,0,98990,370712
JRC_GSW1_4_Monthlyhistory_Ganges_2006-01_r7,0,452542,43167
JRC_GSW1_4_Monthlyhistory_Ganges_2007-01_r7,0,335764,139951
JRC_GSW1_4_Monthlyhistory_Ganges_2008-01_r7,0,211730,257509
JRC_GSW1_4_Monthlyhistory_Ganges_2009-01_r7,0,380653,91106
JRC_GSW1_4_Monthlyhistory_Ganges_2010-01_r7,0,261935,215614
JRC_GSW1_4_Monthlyhistory_Ganges_2011-01_r7,0,419387,51382
JRC_GSW1_4_Monthlyhistory_Ganges_2012-01_r7,0,488051,10077
JRC_GSW1_4_Monthlyhistory_Ganges_2013-01_r7,0,462353,20685
JRC_GSW1_4_Monthlyhistory_Ganges_2014-01_r7,0,452666,28189
JRC_GSW1_4_Monthlyhistory_Ganges_2015-01_r7,0,109772,370538
JRC_GSW1_4_Monthlyhistory_Ganges_2016-01_r7,0,409937,67766
JRC_GSW1_4_Monthlyhistory_Ganges_2017-01_r7,0,49727,417880
JRC_GSW1_4_Monthlyhistory_Ganges_2018-01_r7,0,25439,446708
JRC_GSW1_4_Monthlyhistory_Ganges_2019-01_r7,0,191716,278553
JRC_GSW1_4_Monthlyhistory_Ganges_2020-01_r7,0,17465,449218
JRC_GSW1_4_Monthlyhistory_Ganges_2021-01_r7,0,67426,397533
