Date_Reach,no-data: -1,non-water: 0,water: 1
JRC_GSW1_4_Monthlyhistory_Ganges_1999-01_r3,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ganges_2000-01_r3,0,500000,0
JRC_GSW1_4_Monthlyhistory_Ganges_2001-01_r3,0,358909,99397
JRC_GSW1_4_Monthlyhistory_Ganges_2002-01_r3,0,474722,23805
JRC_GSW1_4_Monthlyhistory_Ganges_2003-01_r3,0,370801,111005
JRC_GSW1_4_Monthlyhistory_Ganges_2004-01_r3,0,427509,31416
JRC_GSW1_4_Monthlyhistory_Ganges_2005-01_r3,0,132155,322517
JRC_GSW1_4_Monthlyhistory_Ganges_2006-01_r3,0,172287,289418
JRC_GSW1_4_Monthlyhistory_Ganges_2007-01_r3,0,237026,223225
JRC_GSW1_4_Monthlyhistory_Ganges_2008-01_r3,0,334005,130969
JRC_GSW1_4_Monthlyhistory_Ganges_2009-01_r3,0,344243,111281
JRC_GSW1_4_Monthlyhistory_Ganges_2010-01_r3,0,166056,294070
JRC_GSW1_4_Monthlyhistory_Ganges_2011-01_r3,0,398325,67387
JRC_GSW1_4_Monthlyhistory_Ganges_2012-01_r3,0,254718,208946
JRC_GSW1_4_Monthlyhistory_Ganges_2013-01_r3,0,443056,25306
JRC_GSW1_4_Monthlyhistory_Ganges_2014-01_r3,0,125663,328608
JRC_GSW1_4_Monthlyhistory_Ganges_2015-01_r3,0,259578,215115
JRC_GSW1_4_Monthlyhistory_Ganges_2016-01_r3,0,349791,110588
JRC_GSW1_4_Monthlyhistory_Ganges_2017-01_r3,0,28368,429118
JRC_GSW1_4_Monthlyhistory_Ganges_2018-01_r3,0,218667,242464
JRC_GSW1_4_Monthlyhistory_Ganges_2019-01_r3,0,15531,444483
JRC_GSW1_4_Monthlyhistory_Ganges_2020-01_r3,0,22143,434011
JRC_GSW1_4_Monthlyhistory_Ganges_2021-01_r3,0,395124,69535
